Житомирська,Любарський,АВРАТИН,27.82648,49.87604
Крим,Роздольненський,АВРОРА,33.26677,45.75291
Чернігівська,Городнянський,АВТУНИЧІ,31.64955,52.02644
Житомирська,Бердичівський,АГАТІВКА,28.60497,49.98625
Одеська,Любашівський,АГАФІЇВКА,30.37394,47.78297
Одеська,Любашівський,АГЕЇВКА,30.28914,47.91241
Запорізька,Вільнянський,АГРАФЕНІВКА,35.47262,48.09797
Донецька,Першотравневий,АГРОБАЗА,37.44123,47.09547
Вінницька,Вінницький,АГРОНОМІЧНЕ,28.37133,49.19180
Донецька,Амвросіївський,АГРОНОМІЧНЕ,38.17388,47.85919
Миколаївська,Арбузинський,АГРОНОМІЯ,31.31327,47.77233
Дніпропетровська,Верхньодніпровський,АДАЛИМІВКА,34.19168,48.46104
Хмельницька,Полонський,АДАМІВ,27.39819,50.08255
Одеська,Білгород-дністровський,АДАМІВКА,30.21996,46.01229
Одеська,Іванівський,АДАМІВКА,30.50646,46.88759
Миколаївська,Врадіївський,АДАМІВКА,30.66919,47.82881
Одеська,Любашівський,АДАМІВКА,30.23060,47.98073
Хмельницька,Кам'янець-подільський,АДАМІВКА,26.31517,48.71612
Рівненська,Радивилівський,АДАМІВКА,25.43575,50.12426
Львівська,Радехівський,АДАМІВКА,24.95390,50.37386
Волинська,Ратнівський,АДАМІВКА,24.66311,51.62424
Хмельницька,Деражнянський,АДАМІВКА,27.63834,49.04056
Вінницька,Барський,АДАМІВКА,27.45689,49.16777
Хмельницька,Віньковецький,АДАМІВКА,27.06396,49.11215
Вінницька,Калинівський,АДАМІВКА,28.52635,49.64584
Вінницька,Гайсинський,АДАМІВКА,29.51597,48.86392
Черкаська,Жашківський,АДАМІВКА,29.94186,49.14802
Вінницька,Погребищенський,АДАМІВКА,29.31376,49.43539
Рівненська,Березнівський,АДАМІВКА,26.94826,50.83683
Житомирська,Баранівський,АДАМІВКА,27.91540,50.37695
Дніпропетровська,Криничанський,АДАМІВКА,34.21314,48.32199
Чернігівська,Носівський,АДАМІВКА,31.33936,51.01845
Чернігівська,Борзнянський,АДАМІВКА,32.39748,51.34563
Донецька,Слов'янський,АДАМІВКА,37.45067,48.94323
Дніпропетровська,Криничанський,АДАМІВСЬКЕ,34.18241,48.39546
Житомирська,Ємільчинський,АДАМОВЕ,27.48299,50.83116
Хмельницька,Старосинявський,АДАМПІЛЬ,27.64641,49.66593
Волинська,Шацький,АДАМЧУКИ,23.71485,51.41533
Кіровоградська,Кіровоградський,АДЖАМКА,32.53481,48.53880
Луганська,Перевальський,АДРІАНОПІЛЬ,38.72629,48.35461
Луганська,Лутугинський,АЗАРІВКА,39.06498,48.33521
Крим,Красногвардійський,АЗОВ,34.34086,45.32427
Запорізька,Приморський,АЗОВ,36.47924,46.77034
Запорізька,Розівський,АЗОВ,37.10958,47.45527
Крим,Джанкойський,АЗОВСЬКЕ,34.56539,45.58931
Запорізька,Якимівський,АЗОВСЬКЕ,35.33409,46.36539
Крим,Ленінський,АЗОВСЬКЕ,35.87963,45.40237
Донецька,Першотравневий,АЗОВСЬКЕ,37.34064,46.95539
Крим,Кіровський,АЙВАЗОВСЬКЕ,35.07694,45.11862
Крим,Бахчисарайський,АЙВОВЕ,33.64735,44.73753
Луганська,Новоайдарський,АЙДАР-МИКОЛАЇВКА,38.96078,48.97499
Миколаївська,Доманівський,АКМЕЧЕТСЬКІ СТАВКИ,31.21079,47.65697
Івано-Франківська,Косівський,АКРЕШОРИ,24.82206,48.36096
Харківська,Зміївський,АКСЮТІВКА,36.20270,49.80600
Миколаївська,Вознесенський,АКТОВЕ,31.45781,47.70315
Одеська,Балтський,АКУЛИНІВКА,29.53640,47.85044
Крим,Білогірський,АЛЕКСЄЄВКА,34.66410,44.95399
Харківська,Близнюківський,АЛІСІВКА,36.67322,48.99404
Харківська,Дергачівський,АЛІСІВКА,36.29883,50.26811
Луганська,м Стаханов,АЛМАЗНА,38.59033,48.52266
Крим,Совєтський,АЛМАЗНЕ,34.83129,45.38074
Донецька,м Макіївка,АЛМАЗНЕ,38.14573,48.14123
Одеська,Біляївський,АЛТЕСТОВЕ,30.54834,46.63113
Сумська,Кролевецький,АЛТИНІВКА,33.19347,51.45309
Крим,м Ялта,АЛУПКА,34.04663,44.41772
Крим,м Алушта,АЛУШТА,34.38738,44.66148
Луганська,м Алчевськ,АЛЧЕВСЬК,38.78174,48.48816
Чернігівська,Городнянський,АЛЬОШИНСЬКЕ,31.60389,51.92739
Сумська,Білопільський,АМБАРИ,34.46360,51.00180
Одеська,Миколаївський,АМБАРІВ,30.71640,47.39210
Харківська,Великобурлуцький,АМБАРНЕ,37.63504,50.10795
Волинська,Володимир-волинський,АМБУКІВ,23.98710,50.80009
Донецька,Амвросіївський,АМВРОСІЇВКА,38.46399,47.78744
Одеська,Ананьївський,АМУРИ,30.17395,47.58436
Крим,Красногвардійський,АМУРСЬКЕ,34.13298,45.28496
Чернівецька,Хотинський,АНАДОЛИ,26.52803,48.48867
Донецька,Волноваський,АНАДОЛЬ,37.58131,47.45064
Одеська,Ананьївський,АНАНЬЇВ,29.95937,47.72118
Одеська,Ананьївський,АНАНЬЇВ,29.93483,47.71826
Луганська,Свердловський,АНАНЬЇВКА,39.71540,48.06089
Житомирська,Новоград-Волинський,АНАСТАСІВКА,27.35750,50.77537
Миколаївська,Новобузький,АНАСТАСІВКА,32.68690,47.71774
Дніпропетровська,Криворізький,АНАСТАСІВКА,33.10884,48.05557
Сумська,Роменський,АНАСТАСІВКА,33.55070,50.58243
Одеська,Березівський,АНАТОЛІВКА,30.53684,47.22216
Кіровоградська,Добровеличківський,АНАТОЛІВКА,31.03792,48.57553
Миколаївська,Березанський,АНАТОЛІВКА,31.20838,46.81326
Херсонська,Нижньосірогозький,АНАТОЛІВКА,34.48866,47.07744
Івано-Франківська,Долинський,АНГЕЛІВКА,23.92496,48.87148
Тернопільська,Заліщицький,АНГЕЛІВКА,25.67299,48.85380
Одеська,Роздільнянський,АНГЕЛІНІВКА,29.94581,46.89257
Чернівецька,Путильський,АНДРЕКІВСЬКЕ,25.11629,47.80254
Полтавська,Диканський,АНДРЕНКИ,34.26550,49.86162
Сумська,Конотопський,АНДРИІВСЬКЕ,33.26643,51.02222
Запорізька,Бердянський,АНДРІВКА,36.61674,46.89926
Житомирська,Ємільчинський,АНДРІЄВИЧІ,27.89000,50.73452
Миколаївська,Березанський,АНДРІЄВО-ЗОРИНЕ,31.55222,46.79111
Одеська,Миколаївський,АНДРІЄВО-ІВАНІВКА,30.46337,47.50076
Одеська,Роздільнянський,АНДРІЄВО-ІВАНОВЕ,30.33566,46.75163
Сумська,Сумський,АНДРІІВКА,34.82340,51.12728
Одеська,Білгород-дністровський,АНДРІЇВКА,30.08520,46.22000
Одеська,Котовський,АНДРІЇВКА,29.62824,47.70744
Закарпатська,Ужгородський,АНДРІЇВКА,22.54978,48.52610
Хмельницька,Чемеровецький,АНДРІЇВКА,26.30213,48.96074
Львівська,Буський,АНДРІЇВКА,24.63341,49.88531
Хмельницька,Городоцький,АНДРІЇВКА,26.42349,49.35470
Львівська,Радехівський,АНДРІЇВКА,24.43583,50.36047
Хмельницька,Ярмолинецький,АНДРІЇВКА,26.98174,49.04829
Вінницька,Шаргородський,АНДРІЇВКА,28.04655,48.84109
Кіровоградська,Добровеличківський,АНДРІЇВКА,30.96909,48.42670
Київська,Сквирський,АНДРІЇВКА,29.96040,49.90728
Київська,Миронівський,АНДРІЇВКА,31.06814,49.65786
Житомирська,Олевський,АНДРІЇВКА,27.69997,51.30907
Житомирська,Червоноармійський,АНДРІЇВКА,28.03042,50.49333
Житомирська,Черняхівський,АНДРІЇВКА,28.67397,50.50638
Київська,Макарівський,АНДРІЇВКА,29.83681,50.55136
Київська,Бориспільський,АНДРІЇВКА,31.07191,50.40510
Київська,Іванківський,АНДРІЇВКА,30.08967,51.13037
Київська,Вишгородський,АНДРІЇВКА,30.22356,50.90910
Чернігівська,Чернігівський,АНДРІЇВКА,31.01715,51.40211
м Севастополь,м.Севастополь,АНДРІЇВКА,33.56357,44.81615
Миколаївська,Березанський,АНДРІЇВКА,31.37833,46.87986
Херсонська,Скадовський,АНДРІЇВКА,32.93135,46.25931
Херсонська,Чаплинський,АНДРІЇВКА,33.43174,46.49723
Херсонська,Великоолександрівський,АНДРІЇВКА,33.04739,47.17804
Миколаївська,Миколаївський,АНДРІЇВКА,31.70689,47.32361
Миколаївська,Баштанський,АНДРІЇВКА,32.50648,47.50437
Дніпропетровська,Широківський,АНДРІЇВКА,33.21373,47.59758
Миколаївська,Казанківський,АНДРІЇВКА,32.63574,47.80409
Запорізька,Якимівський,АНДРІЇВКА,35.08964,46.53705
Дніпропетровська,Криничанський,АНДРІЇВКА,33.80854,48.23341
Дніпропетровська,Софіївський,АНДРІЇВКА,33.92218,48.26174
Запорізька,Вільнянський,АНДРІЇВКА,35.16724,47.99652
Дніпропетровська,Синельниківський,АНДРІЇВКА,35.34611,48.13814
Запорізька,Бердянський,АНДРІЇВКА,36.59099,47.09238
Дніпропетровська,Покровський,АНДРІЇВКА,36.19188,47.90039
Донецька,Тельманівський,АНДРІЇВКА,37.64843,47.46351
Донецька,Великоновосілківський,АНДРІЇВКА,37.05688,48.02261
Донецька,Волноваський,АНДРІЇВКА,37.78850,47.85147
Дніпропетровська,Синельниківський,АНДРІЇВКА,35.70625,48.23736
Донецька,Старобешівський,АНДРІЇВКА,38.08977,47.65921
Донецька,м Сніжне,АНДРІЇВКА,38.71582,48.11462
Донецька,Старобешівський,АНДРІЇВКА,38.10676,47.81713
Кіровоградська,Новомиргородський,АНДРІЇВКА,31.60200,48.79475
Кіровоградська,Маловисківський,АНДРІЇВКА,31.24477,48.67149
Кіровоградська,Олександрійський,АНДРІЇВКА,33.21716,48.63544
Полтавська,Хорольський,АНДРІЇВКА,33.14026,49.73768
Полтавська,Миргородський,АНДРІЇВКА,33.42058,50.13559
Дніпропетровська,Верхньодніпровський,АНДРІЇВКА,34.05624,48.58086
Дніпропетровська,Новомосковський,АНДРІЇВКА,35.45374,48.76676
Дніпропетровська,Царичанський,АНДРІЇВКА,34.59835,49.18699
Харківська,Кегичівський,АНДРІЇВКА,35.65063,49.22836
Полтавська,Новосанжарський,АНДРІЇВКА,34.47407,49.06168
Полтавська,Полтавський,АНДРІЇВКА,34.29760,49.76395
Полтавська,Машівський,АНДРІЇВКА,34.89035,49.37015
Полтавська,Полтавський,АНДРІЇВКА,34.24868,49.54851
Полтавська,Диканський,АНДРІЇВКА,34.41965,49.62885
Чернігівська,Носівський,АНДРІЇВКА,31.47205,50.94824
Чернігівська,Ічнянський,АНДРІЇВКА,32.17964,50.90069
Чернігівська,Городнянський,АНДРІЇВКА,31.57196,52.02232
Чернігівська,Новгород-Сіверський,АНДРІЇВКА,33.01409,52.26231
Сумська,Роменський,АНДРІЇВКА,33.52203,50.50999
Харківська,Близнюківський,АНДРІЇВКА,36.31410,48.71647
Харківська,Сахновщинський,АНДРІЇВКА,35.98486,49.02752
Донецька,Слов'янський,АНДРІЇВКА,37.57650,48.81723
Харківська,Ізюмський,АНДРІЇВКА,37.11628,49.12296
Харківська,Борівський,АНДРІЇВКА,37.81082,49.23969
Харківська,Балаклійський,АНДРІЇВКА,36.63237,49.54130
Харківська,Великобурлуцький,АНДРІЇВКА,37.50990,49.94865
Донецька,Артемівський,АНДРІЇВКА,37.96429,48.50103
Луганська,Краснодонський,АНДРІЇВКА,39.49276,48.35495
Луганська,Сватівський,АНДРІЇВКА,38.38383,49.41513
Харківська,Золочівський,АНДРІЇВКА,35.99464,50.34983
Запорізька,Пологівський,АНДРІЇВСЬКЕ,36.07000,47.35416
Полтавська,Козельщинський,АНДРІЙКИ,33.92853,49.19952
Хмельницька,Хмельницький,АНДРІЙКІВЦІ,26.80990,49.32449
Миколаївська,Вознесенський,АНДРІЙЧИКОВЕ,31.39258,47.46677
Львівська,Городоцький,АНДРІЯНІВ,23.72017,49.60052
Одеська,Балтський,АНДРІЯШІВКА,29.73192,47.91498
Вінницька,Крижопільський,АНДРІЯШІВКА,28.71826,48.40799
Житомирська,Бердичівський,АНДРІЯШІВКА,28.35640,49.79862
Сумська,Роменський,АНДРІЯШІВКА,33.37904,50.57093
Чернігівська,Корюківський,АНДРОНИКИ,32.08900,51.80208
Хмельницька,Старокостянтинівський,АНДРОНІВКА,27.09040,49.93973
Дніпропетровська,Межівський,АНДРОНІВКА,36.77914,48.36714
Кіровоградська,Кіровоградський,АНДРОСОВЕ,32.38357,48.61278
Тернопільська,Кременецький,АНДРУГА,25.75161,50.16735
Дніпропетровська,Криворізький,АНДРУСІВКА,33.65318,47.87876
Харківська,Коломацький,АНДРУСІВКА,35.32070,49.77562
Рівненська,Гощанський,АНДРУСІЇВ,26.77506,50.65607
Одеська,Фрунзівський,АНДРУСОВА,29.87183,47.30026
Крим,Сімферопольський,АНДРУСОВЕ,34.17709,44.89254
Тернопільська,Шумський,АНДРУШІВКА,26.16686,50.22623
Вінницька,Погребищенський,АНДРУШІВКА,29.20269,49.36003
Житомирська,Андрушівський,АНДРУШІВКА,29.01781,50.02075
Житомирська,Попільнянський,АНДРУШКИ,29.34706,49.88291
Полтавська,Полтавський,АНДРУШКИ,34.63938,49.59486
Полтавська,Великобагачанський,АНДРУЩИНЕ,33.67464,49.54645
Житомирська,Новоград-Волинський,АНЕТА,27.51818,50.57264
Миколаївська,Доманівський,АНЕТІВКА,31.12753,47.70693
Чернігівська,Чернігівський,АНИСІВ,31.36116,51.43558
Харківська,Великобурлуцький,АНИСКИНЕ,37.52500,50.21164
Крим,Білогірський,АННІВКА,34.30103,45.25835
Луганська,Троїцький,АНОШКИНЕ,38.19569,49.84051
Закарпатська,Ужгородський,АНТАЛОВЦІ,22.52249,48.62806
Черкаська,Золотоніський,АНТИПІВКА,32.06428,49.72086
Сумська,Липоводолинський,АНТОНЕНКОВЕ,34.06843,50.69384
Тернопільська,Чортківський,АНТОНІВ,25.68792,48.87766
Київська,Сквирський,АНТОНІВ,29.78119,49.62833
Одеська,Роздільнянський,АНТОНІВКА,30.09756,46.77120
Одеська,Красноокнянський,АНТОНІВКА,29.61433,47.54471
Одеська,Березівський,АНТОНІВКА,30.48346,47.27674
Миколаївська,Доманівський,АНТОНІВКА,30.86609,47.82434
Одеська,Любашівський,АНТОНІВКА,30.25669,47.91653
Львівська,Жидачівський,АНТОНІВКА,24.18984,49.27420
Івано-Франківська,Тлумацький,АНТОНІВКА,25.04969,48.94787
Хмельницька,Чемеровецький,АНТОНІВКА,26.51482,48.94461
Волинська,Горохівський,АНТОНІВКА,25.08642,50.30193
Хмельницька,Ізяславський,АНТОНІВКА,26.40204,50.25507
Хмельницька,Теофіпольський,АНТОНІВКА,26.33320,49.88256
Волинська,Луцький,АНТОНІВКА,25.19131,50.73297
Рівненська,Березнівський,АНТОНІВКА,26.59756,50.98034
Рівненська,Володимирецький,АНТОНІВКА,26.31706,51.31027
Вінницька,Барський,АНТОНІВКА,27.78700,49.08880
Хмельницька,Новоушицький,АНТОНІВКА,26.90998,48.85208
Хмельницька,Дунаєвецький,АНТОНІВКА,27.13486,48.83680
Вінницька,Томашпільський,АНТОНІВКА,28.43159,48.52867
Вінницька,Барський,АНТОНІВКА,27.92811,49.24141
Хмельницька,Летичівський,АНТОНІВКА,27.71439,49.45513
Хмельницька,Хмельницький,АНТОНІВКА,26.78501,49.53083
Вінницька,Теплицький,АНТОНІВКА,29.50859,48.65021
Черкаська,Уманський,АНТОНІВКА,30.08486,48.52541
Черкаська,Тальнівський,АНТОНІВКА,30.70662,48.97602
Житомирська,Коростишівский,АНТОНІВКА,29.33401,50.31378
Київська,Ставищенський,АНТОНІВКА,30.26030,49.39264
Київська,Таращанський,АНТОНІВКА,30.56139,49.37685
Київська,Кагарлицький,АНТОНІВКА,30.68035,49.97166
Житомирська,Ємільчинський,АНТОНІВКА,28.21718,50.64405
Херсонська,Скадовський,АНТОНІВКА,32.95418,46.14292
Крим,Джанкойський,АНТОНІВКА,34.77413,45.69815
Херсонська,м Херсон,АНТОНІВКА,32.72020,46.67679
Миколаївська,Новобузький,АНТОНІВКА,32.08866,47.52411
Кіровоградська,Компаніївський,АНТОНІВКА,32.06240,48.25212
Миколаївська,Братський,АНТОНІВКА,31.46742,48.10209
Миколаївська,Новоодеський,АНТОНІВКА,32.34203,47.57578
Кіровоградська,Долинський,АНТОНІВКА,32.62751,48.14878
Херсонська,Горностаївський,АНТОНІВКА,33.83119,46.78064
Запорізька,Вільнянський,АНТОНІВКА,35.67776,47.96905
Запорізька,Розівський,АНТОНІВКА,37.01431,47.50574
Донецька,Мар'їнський,АНТОНІВКА,37.35781,47.88237
Черкаська,Шполянський,АНТОНІВКА,31.35223,48.81689
Кіровоградська,Олександрівський,АНТОНІВКА,32.40538,49.00658
Дніпропетровська,Солонянський,АНТОНІВКА,35.02561,48.29109
Чернігівська,Варвинський,АНТОНІВКА,32.52897,50.38072
Сумська,Кролевецький,АНТОНІВКА,33.73730,51.42683
Сумська,Ямпільський,АНТОНІВКА,33.58709,52.00344
Харківська,Кегичівський,АНТОНІВКА,35.79466,49.32621
Луганська,Старобільський,АНТОНІВКА,39.21347,49.29085
Дніпропетровська,Межівський,АНТОНІВСЬКЕ,36.66361,48.23187
Тернопільська,Шумський,АНТОНІВЦІ,25.92722,50.20975
Хмельницька,Ярмолинецький,АНТОНІВЦІ,26.92663,49.28312
Черкаська,Монастирищенський,АНТОНІНА,29.80145,49.04983
Хмельницька,Красилівський,АНТОНІНИ,26.86861,49.80720
Одеська,Великомихайлівський,АНТОНО-КОВАЧ,29.76282,46.94252
Миколаївська,Братський,АНТОНОВЕ,31.59908,47.85181
Житомирська,Овруцький,АНТОНОВИЧІ,28.31451,51.36228
Чернігівська,Чернігівський,АНТОНОВИЧІ,30.91467,51.58184
Миколаївська,Братський,АНТОНОПІЛЬ,31.76079,47.94227
Одеська,Миколаївський,АНТОНЮКИ,30.70713,47.43896
Рівненська,Рівненський,АНТОПІЛЬ,26.43808,50.60732
Вінницька,Томашпільський,АНТОПІЛЬ,28.68273,48.46945
Вінницька,Калинівський,АНТОПІЛЬ,28.35417,49.61237
Житомирська,Андрушівський,АНТОПІЛЬ,28.87842,50.06882
Луганська,Свердловський,АНТРАКОП,39.54031,48.02364
Луганська,м Антрацит,АНТРАЦИТ,39.08884,48.11651
Вінницька,Немирівський,АНЦИПОЛІВКА,29.09609,48.80264
Вінницька,Чечельницький,АНЮТИНЕ,29.36817,48.17110
Хмельницька,Летичівський,АНЮТИНЕ,27.58839,49.32466
Сумська,Конотопський,АНЮТИНЕ,33.61456,51.25379
Житомирська,Ємільчинський,АПОЛЛОНІВКА,27.96209,50.82996
Дніпропетровська,Солонянський,АПОЛЛОНІВКА,34.78872,48.21899
Харківська,Сахновщинський,АПОЛЛОНІВКА,36.00614,49.03147
Черкаська,Уманський,АПОЛЯНКА,30.40604,48.73346
Дніпропетровська,Апостолівський,АПОСТОЛОВЕ,33.72013,47.66298
Крим,Джанкойський,АПРЕЛІВКА,34.73894,45.68836
Кіровоградська,Бобринецький,АПРЕЛІВКА,32.01193,47.85919
Запорізька,Мелітопольський,АРАБКА,35.74024,46.97101
Луганська,Троїцький,АРАПІВКА,38.04136,49.73459
Чернігівська,Новгород-Сіверський,АРАПОВИЧІ,33.31003,51.94902
Миколаївська,Арбузинський,АРБУЗИНКА,31.31945,47.89696
Крим,Джанкойський,АРБУЗІВКА,34.33330,45.62673
Крим,Первомайський,АРБУЗОВЕ,33.86673,45.75788
Закарпатська,Іршавський,АРДАНОВО,22.95147,48.33246
Кіровоградська,Новоукраїнський,АРЕПІВКА,31.68646,48.41829
Вінницька,Шаргородський,АРИСТІВКА,28.30834,48.78204
Сумська,Білопільський,АРКАВСЬКЕ,34.47321,50.96678
Харківська,Шевченківський,АРКАДІВКА,37.25052,49.77356
Крим,Сімферопольський,АРКАДІЇВКА,33.91565,45.03519
Київська,Згурівський,АРКАДІЇВКА,31.86653,50.55685
Хмельницька,Хмельницький,АРКАДІЇВЦІ,27.16026,49.51298
Харківська,Великобурлуцький,АРКУШИНЕ,37.14941,49.95363
Львівська,Мостиський,АРЛАМІВСЬКА ВОЛЯ,23.23025,49.83707
Крим,Джанкойський,АРМІЙСЬКЕ,34.47544,45.76853
Крим,м Армянськ,АРМЯНСЬК,33.69335,46.10258
Крим,Бахчисарайський,АРОМАТ,33.93900,44.57720
Крим,Бахчисарайський,АРОМАТНЕ,33.86227,44.80362
Крим,Білогірський,АРОМАТНЕ,34.39974,45.03639
Кіровоградська,Новомиргородський,АРСЕНІВКА,31.89039,48.67184
Кіровоградська,Світловодський,АРСЕНІВКА,32.85530,48.93637
Полтавська,Зіньківський,АРСЕНІВКА,34.28627,49.98934
Волинська,Ковельський,АРСЕНОВИЧІ,25.35009,51.12196
Львівська,Жовківський,АРТАСІВ,24.13010,50.01045
Полтавська,Зіньківський,АРТЕЛЯРЩИНА,34.33399,50.06332
Одеська,Великомихайлівський,АРТЕМА,29.87475,46.97737
Луганська,м Красний Луч,АРТЕМА,38.78328,48.28199
Донецька,Добропільський,АРТЕМА,36.99972,48.42533
Донецька,Костянтинівський,АРТЕМА,37.60654,48.48799
Луганська,Станично-Луганський,АРТЕМА,39.30994,48.78839
Чернігівська,Срібнянський,АРТЕМЕНКІВ,32.87298,50.70001
Київська,Бориспільський,АРТЕМІВКА,31.07466,50.37197
Крим,Чорноморський,АРТЕМІВКА,32.82371,45.46795
Миколаївська,Новоодеський,АРТЕМІВКА,31.93880,47.50934
Дніпропетровська,Васильківський,АРТЕМІВКА,36.18158,48.22037
Донецька,Амвросіївський,АРТЕМІВКА,38.64149,47.87241
Кіровоградська,Петрівський,АРТЕМІВКА,33.41526,48.41297
Полтавська,Чутівський,АРТЕМІВКА,35.06990,49.77733
Донецька,Костянтинівський,АРТЕМІВКА,37.37926,48.49108
Харківська,Кегичівський,АРТЕМІВКА,35.77217,49.36844
Харківська,Харківський,АРТЕМІВКА,36.45092,49.97698
Луганська,Сватівський,АРТЕМІВКА,37.90970,49.43951
Харківська,Печенізький,АРТЕМІВКА,37.08057,49.92737
Луганська,Перевальський,АРТЕМІВСЬК,38.74981,48.44078
Донецька,Артемівський,АРТЕМІВСЬКЕ,37.94403,48.59939
Донецька,Артемівський,АРТЕМІВСЬКЕ,37.99278,48.61776
Сумська,Тростянецький,АРТЕМО-РАСТІВКА,34.70135,50.48853
Донецька,м Дзержинськ,АРТЕМОВЕ,37.89030,48.36834
Житомирська,Олевський,АРТИНСЬК,27.74426,51.25311
Одеська,Красноокнянський,АРТИРІВКА,29.35856,47.47227
Львівська,Городоцький,АРТИЩІВ,23.67588,49.76686
Харківська,Лозівський,АРТІЛЬНЕ,36.15755,49.05704
Харківська,Великобурлуцький,АРТІЛЬНЕ,37.61822,50.24185
Сумська,Роменський,АРТЮХІВКА,33.29767,50.66276
Харківська,Зміївський,АРТЮХІВКА,36.26261,49.71245
Сумська,Кролевецький,АРТЮХОВЕ,33.37097,51.59077
Харківська,Барвінківський,АРХАНГЕЛІВКА,36.93552,48.93757
Херсонська,Каховський,АРХАНГЕЛЬСЬКА СЛОБОДА,33.70279,46.63713
Миколаївська,Баштанський,АРХАНГЕЛЬСЬКЕ,32.12608,47.46471
Херсонська,Високопільський,АРХАНГЕЛЬСЬКЕ,33.40513,47.43193
Донецька,Ясинуватський,АРХАНГЕЛЬСЬКЕ,37.64448,48.26757
Полтавська,Пирятинський,АРХЕМІВКА,32.23320,50.22005
Полтавська,Лохвицький,АРХИПІВКА,33.13305,50.29232
Чернігівська,Семенівський,АРХИПІВКА,32.82389,52.23484
Одеська,Арцизький,АРЦИЗ,29.42637,45.98654
Одеська,Любашівський,АРЧЕПИТІВКА,30.14614,47.90537
Рівненська,Млинівський,АРШИЧИН,25.64879,50.48595
Чернігівська,Новгород-Сіверський,АРШУКИ,33.10507,52.13596
Сумська,Липоводолинський,АРШУКИ,33.93522,50.57453
Харківська,Балаклійський,АСІЇВКА,36.68678,49.36535
Херсонська,Чаплинський,АСКАНІЯ-НОВА,33.86759,46.45071
Донецька,Володарський,АСЛАНОВЕ,37.57925,47.24361
Луганська,Свердловський,АСТАХОВЕ,39.61344,47.85902
Закарпатська,Берегівський,АСТЕЙ,22.59750,48.16904
Запорізька,Мелітопольський,АСТРАХАНКА,35.64943,46.94887
Чернівецька,Хотинський,АТАКИ,26.47894,48.54172
Сумська,Буринський,АТАМАНСЬКЕ,33.80802,51.00677
Херсонська,Генічеський,АТАМАНЬ,34.49947,46.01744
Сумська,Білопільський,АТИНСЬКЕ,34.26842,51.23457
Чернігівська,Ріпкинський,АТКИЛЬНЯ,31.19877,52.00018
Запорізька,Якимівський,АТМАНАЙ,35.18406,46.37724
Чернігівська,Коропський,АТЮША,33.00138,51.42134
Кіровоградська,Світловодський,АУДИТОРІВКА,32.96036,48.88555
Дніпропетровська,Криничанський,АУЛИ,34.46051,48.55493
Миколаївська,Снігурівський,АФАНАСІЇВКА,32.81479,47.02148
Харківська,Барвінківський,АФРИКАНІВКА,36.80300,48.88538
Черкаська,Драбівський,АШАНІВКА,32.06446,49.81407
Донецька,м Краматорськ,АШУРКОВЕ,37.63384,48.65484
Івано-Франківська,Коломийський,БАБ'ЯНКА,24.81606,48.72454
Сумська,Недригайлівський,БАБА,33.90535,50.88901
Харківська,Харківський,БАБАЇ,36.19394,49.90351
Дніпропетровська,Царичанський,БАБАЙКІВКА,34.53140,49.02099
